AGI code	Annotation
AT5G52760	Copper transport protein family; BEST Arabidopsis thaliana protein match is: Heavy metal transport/detoxification superfamily protein  (TAIR:AT5G52750.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).
AT5G52680	Copper transport protein family; BEST Arabidopsis thaliana protein match is: Copper transport protein family (TAIR:AT5G52690.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).
AT5G52770	Copper transport protein family; FUNCTIONS IN: metal ion binding; INVOLVED IN: metal ion transport; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: Heavy metal transport/detoxification protein (InterPro:IPR006121); BEST Arabidopsis thaliana protein match is: Copper transport protein family (TAIR:AT5G52760.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).
AT5G52690	Copper transport protein family; FUNCTIONS IN: metal ion binding; INVOLVED IN: metal ion transport; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: Heavy metal transport/detoxification protein (InterPro:IPR006121); BEST Arabidopsis thaliana protein match is: Copper transport protein family (TAIR:AT5G52680.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).
AT5G52700	Copper transport protein family; BEST Arabidopsis thaliana protein match is: Copper transport protein family (TAIR:AT5G52680.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).
AT5G52710	Copper transport protein family; BEST Arabidopsis thaliana protein match is: Copper transport protein family (TAIR:AT5G52680.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).
AT5G52720	Copper transport protein family; BEST Arabidopsis thaliana protein match is: Copper transport protein family (TAIR:AT5G52670.1); Has 113 Blast hits to 106 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 113; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).
AT5G52730	Copper transport protein family; BEST Arabidopsis thaliana protein match is: Copper transport protein family (TAIR:AT5G52720.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).
AT5G08300	"Succinyl-CoA ligase, alpha subunit; FUNCTIONS IN: succinate-CoA ligase (GDP-forming) activity, copper ion binding, metal ion binding; INVOLVED IN: response to cadmium ion, metabolic process; LOCATED IN: mitochondrion, cell wall; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Succinyl-CoA ligase, alpha subunit (InterPro:IPR005810), ATP-citrate lyase/succinyl-CoA ligase (InterPro:IPR005811), NAD(P)-binding domain (InterPro:IPR016040), ATP-citrate lyase/succinyl-CoA ligase, active site (InterPro:IPR017440), CoA-binding (InterPro:IPR003781), Succinyl-CoA synthetase-like (InterPro:IPR016102); BEST Arabidopsis thaliana protein match is: Succinyl-CoA ligase, alpha subunit (TAIR:AT5G23250.1); Has 9706 Blast hits to 9705 proteins in 2093 species: Archae - 338; Bacteria - 4848; Metazoa - 444; Fungi - 287; Plants - 143; Viruses - 0; Other Eukaryotes - 3646 (source: NCBI BLink)."
AT5G15350	plastocyanin-like domain-containing protein
AT5G26330	"plastocyanin-like domain-containing protein / mavicyanin, putative"
AT5G51480	SKS2 (SKU5 SIMILAR 2); copper ion binding
AT5G59040	COPT3 (Copper transporter 3); copper ion transmembrane transporter
AT5G24580	copper-binding family proteincopper-binding family protein
AT5G53870	plastocyanin-like domain-containing protein
AT5G44790	"RAN1 (RESPONSIVE-TO-ANTAGONIST1); ATPase, coupled to transmembrane movement of ions, phosphorylative mechanism"
AT5G55200	"Co-chaperone GrpE family protein; FUNCTIONS IN: copper ion binding, ATP binding; INVOLVED IN: protein folding, protein import into mitochondrial matrix; LOCATED IN: mitochondrion; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: GrpE nucleotide exchange factor (InterPro:IPR000740), GrpE nucleotide exchange factor, head (InterPro:IPR009012), GrpE nucleotide exchange factor, coiled-coil (InterPro:IPR013805); BEST Arabidopsis thaliana protein match is: Co-chaperone GrpE family protein (TAIR:AT4G26780.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink)."
AT5G48100	LAC15; TT10 (TRANSPARENT TESTA 10); laccase
AT5G23250	"Succinyl-CoA ligase, alpha subunit; FUNCTIONS IN: succinate-CoA ligase (GDP-forming) activity, copper ion binding; INVOLVED IN: metabolic process; LOCATED IN: mitochondrion; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Succinyl-CoA ligase, alpha subunit (InterPro:IPR005810), ATP-citrate lyase/succinyl-CoA ligase (InterPro:IPR005811), NAD(P)-binding domain (InterPro:IPR016040), ATP-citrate lyase/succinyl-CoA ligase, active site (InterPro:IPR017440), CoA-binding (InterPro:IPR003781), Succinyl-CoA synthetase-like (InterPro:IPR016102); BEST Arabidopsis thaliana protein match is: Succinyl-CoA ligase, alpha subunit (TAIR:AT5G08300.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."
AT5G18100	CSD3 (COPPER/ZINC SUPEROXIDE DISMUTASE 3)CSD3 (COPPER/ZINC SUPEROXIDE DISMUTASE 3)
AT5G23760	Copper transport protein family; BEST Arabidopsis thaliana protein match is: Heavy metal transport/detoxification superfamily protein  (TAIR:AT1G01490.2); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).
AT5G57920	plastocyanin-like domain-containing protein
AT5G66920	SKS17 (SKU5 Similar 17); copper ion binding / oxidoreductase
AT5G17710	"embryo defective 1241 (EMB1241); FUNCTIONS IN: copper ion binding; INVOLVED IN: protein folding, embryo development ending in seed dormancy; LOCATED IN: thylakoid, chloroplast; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: GrpE nucleotide exchange factor (InterPro:IPR000740), GrpE nucleotide exchange factor, coiled-coil (InterPro:IPR013805), GrpE nucleotide exchange factor, head (InterPro:IPR009012); BEST Arabidopsis thaliana protein match is: Co-chaperone GrpE family protein (TAIR:AT1G36390.2); Has 8394 Blast hits to 8358 proteins in 2682 species: Archae - 138; Bacteria - 5138; Metazoa - 231; Fungi - 167; Plants - 159; Viruses - 7; Other Eukaryotes - 2554 (source: NCBI BLink)."
AT5G50370	"Adenylate kinase family protein; FUNCTIONS IN: copper ion binding, adenylate kinase activity; INVOLVED IN: nucleobase, nucleoside, nucleotide and nucleic acid metabolic process, anaerobic respiration, nucleotide metabolic process; LOCATED IN: mitochondrion, plasma membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Adenylate kinase, active site lid domain (InterPro:IPR007862), Adenylate kinase, subfamily (InterPro:IPR006259), Adenylate kinase (InterPro:IPR000850); BEST Arabidopsis thaliana protein match is: adenylate kinase 1 (TAIR:AT5G63400.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink)."
AT5G21100	"L-ascorbate oxidase, putative; multi-copper oxidase"
AT5G25090	plastocyanin-like domain-containing protein
AT5G02380	MT2B (METALLOTHIONEIN 2B)
AT5G20650	COPT5 (copper transporter 5); copper ion transmembrane transporter
AT5G02600	heavy-metal-associated domain-containing proteinheavy-metal-associated domain-containing protein
AT1G55570	SKS12 (SKU5 Similar 12); copper ion binding / oxidoreductase
AT1G55560	SKS14 (SKU5 Similar 14); copper ion binding / oxidoreductase
AT1G63960	Copper transport protein family; BEST Arabidopsis thaliana protein match is: Heavy metal transport/detoxification superfamily protein  (TAIR:AT1G63950.1); Has 107 Blast hits to 107 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 107; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).
AT1G10970	"A member of Zrt- and Irt-related protein (ZIP) family.  transcript is induced in response to zinc deficiency in the root and shoot. Expression is regulated by copper, but response to copper deficiency is detected only after three weeks of deficiency."
AT1G76100	plastocyanin
AT1G76160	SKS5 (SKU5 Similar 5); copper ion binding / oxidoreductase
AT1G21860	SKS7 (SKU5 Similar 7); copper ion binding / oxidoreductase
AT1G08500	Unknown
AT1G06330	copper-binding family protein
AT1G02410	cytochrome c oxidase assembly protein CtaG / Cox11 family
AT1G66240	ATX1; metal ion binding
AT1G57720	"Translation elongation factor EF1B, gamma chain; FUNCTIONS IN: copper ion binding, translation elongation factor activity; INVOLVED IN: response to cadmium ion, response to zinc ion; LOCATED IN: cell wall, plasma membrane, vacuole, membrane; EXPRESSED IN: 6 plant structures; EXPRESSED DURING: seedling growth, seed development stages; CONTAINS InterPro DOMAIN/s: Thioredoxin fold (InterPro:IPR012335), Glutathione S-transferase, C-terminal (InterPro:IPR004046), Glutathione S-transferase, C-terminal-like (InterPro:IPR010987), Glutathione S-transferase/chloride channel, C-terminal (InterPro:IPR017933), Translation elongation factor EF1B, gamma chain, conserved (InterPro:IPR001662), Glutathione S-transferase, N-terminal (InterPro:IPR004045), Thioredoxin-like fold (InterPro:IPR012336); BEST Arabidopsis thaliana protein match is: Translation elongation factor EF1B, gamma chain (TAIR:AT1G09640.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink)."
AT1G72230	plastocyanin-like domain-containing protein
AT2G07695	"cytochrome c oxidase subunit II, putative"
AT1G67090	"ribulose bisphosphate carboxylase small chain 1A (RBCS1A); FUNCTIONS IN: ribulose-bisphosphate carboxylase activity, copper ion binding; INVOLVED IN: carbon fixation, response to cold, response to blue light, response to red light, response to far red light; LOCATED IN: in 7 components; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage, seedling growth; CONTAINS InterPro DOMAIN/s: Ribulose bisphosphate carboxylase, small chain (InterPro:IPR000894); BEST Arabidopsis thaliana protein match is: Ribulose bisphosphate carboxylase (small chain) family protein (TAIR:AT5G38430.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink)."
AT1G07600	MT1A (METALLOTHIONEIN 1A)
AT1G48940	plastocyanin-like domain-containing protein
AT1G12520	CCS1 (copper chaperone for superoxide dismutase 1); superoxide dismutase copper chaperoneCCS1 (copper chaperone for superoxide dismutase 1); superoxide dismutase copper chaperoneCCS1 (copper chaperone for superoxide dismutase 1); superoxide dismutase copper chaperone
AT1G13440	"glyceraldehyde-3-phosphate dehydrogenase C2 (GAPC2); FUNCTIONS IN: copper ion binding, glyceraldehyde-3-phosphate dehydrogenase activity, zinc ion binding; INVOLVED IN: response to oxidative stress, response to cadmium ion, gluconeogenesis, defense response to bacterium, glycolysis; LOCATED IN: cytosol, mitochondrion, chloroplast, plasma membrane, membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain (InterPro:IPR020829), Glyceraldehyde 3-phosphate dehydrogenase subfamily (InterPro:IPR000173), Glyceraldehyde 3-phosphate dehydrogenase family (InterPro:IPR020831), Glyceraldehyde-3-phosphate dehydrogenase, type I (InterPro:IPR006424), Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain (InterPro:IPR020828); BEST Arabidopsis thaliana protein match is: glyceraldehyde-3-phosphate dehydrogenase C subunit 1 (TAIR:AT3G04120.1); Has 25183 Blast hits to 25173 proteins in 6340 species: Archae - 41; Bacteria - 10793; Metazoa - 2402; Fungi - 2843; Plants - 3866; Viruses - 0; Other Eukaryotes - 5238 (source: NCBI BLink)."
AT2G02850	ARPN (PLANTACYANIN); copper ion binding
AT2G30080	"member of Fe(II) transporter isolog family. Gene expression is not regulated by iron, copper, or zinc deficiency or excess."
AT4G27520	plastocyanin-like domain-containing protein
AT4G05030	heavy-metal-associated domain-containing protein
AT4G39830	"L-ascorbate oxidase, putative; multi-copper oxidase"
AT5G59030	COPT1 (COPPER TRANSPORTER 1); copper ion transmembrane transporter
AT5G37860	copper-binding family protein
AT1G79800	plastocyanin-like domain-containing protein
AT1G55790	FUNCTIONS IN: metal ion binding; INVOLVED IN: metal ion transport; CONTAINS InterPro DOMAIN/s: Heavy metal transport/detoxification protein (InterPro:IPR006121); BEST Arabidopsis thaliana protein match is: Copper transport protein family (TAIR:AT3G20180.1).
AT1G75790	SKS18 (SKU5 Similar 18); copper ion binding / pectinesterase
AT1G31490	transferase family protein
AT2G25060	plastocyanin-like domain-containing protein
AT2G42490	"copper amine oxidase, putative"
AT2G23630	SKS16 (SKU5 Similar 16); copper ion binding / pectinesterase
AT2G31050	plastocyanin-like domain-containing protein
AT2G38080	IRX12/LAC4 (laccase 4); copper ion binding / oxidoreductase
AT3G45770	"Polyketide synthase, enoylreductase family protein; FUNCTIONS IN: copper ion binding, zinc ion binding, ATP binding; INVOLVED IN: oxidation reduction, metabolic process; LOCATED IN: mitochondrion, chloroplast; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: GroES-like (InterPro:IPR011032), NAD(P)-binding domain (InterPro:IPR016040), Alcohol dehydrogenase GroES-like (InterPro:IPR013154), Alcohol dehydrogenase, C-terminal (InterPro:IPR013149), Alcohol dehydrogenase superfamily, zinc-containing (InterPro:IPR002085); BEST Arabidopsis thaliana protein match is: ARP protein (REF) (TAIR:AT1G49670.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink)."
AT3G15352	ATCOX17 (Arabidopsis thaliana cytochrome c oxidase 17)
AT3G15353	MT3 (METALLOTHIONEIN 3)
AT3G16430	jacalin-related lectin 31 (JAL31); FUNCTIONS IN: copper ion binding; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: root; CONTAINS InterPro DOMAIN/s: Mannose-binding lectin (InterPro:IPR001229); BEST Arabidopsis thaliana protein match is: PYK10-binding protein 1 (TAIR:AT3G16420.3); Has 1533 Blast hits to 750 proteins in 40 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 2; Plants - 1528; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).
AT3G25855	Copper transport protein family; Has 82 Blast hits to 82 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 82; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).
AT3G16460	"Mannose-binding lectin superfamily protein; FUNCTIONS IN: copper ion binding; INVOLVED IN: response to cold; LOCATED IN: cytosol, nucleus, membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Mannose-binding lectin (InterPro:IPR001229); BEST Arabidopsis thaliana protein match is: myrosinase-binding protein 1 (TAIR:AT1G52040.1); Has 154923 Blast hits to 42609 proteins in 2555 species: Archae - 433; Bacteria - 67811; Metazoa - 26922; Fungi - 9329; Plants - 12326; Viruses - 2376; Other Eukaryotes - 35726 (source: NCBI BLink)."
AT3G56940	"Encodes a putative ZIP protein with varying mRNA accumulation in leaves, stems and roots.  Has a consensus carboxylate-bridged di-iron binding site."
AT4G28365	plastocyanin-like domain-containing protein
AT5G21105	L-ascorbate oxidase/ copper ion binding/ multi-copper oxidase
AT3G28958	plastocyanin-like domain-containing protein
AT2G37925	COPT4 (copper transporter 4); copper ion transmembrane transporter
AT2G26975	"COPT; copper transporter, putative"
AT5G07475	plastocyanin-like domain-containing protein
AT5G21930	"HMA8/PAA2 (P-TYPE ATPASE OF ARABIDOPSIS 2); ATPase, coupled to transmembrane movement of ions, phosphorylative mechanism / copper ion transmembrane transporterHMA8/PAA2 (P-TYPE ATPASE OF ARABIDOPSIS 2); ATPase, coupled to transmembrane movement of ions, phosphorylative mechanism"
AT2G35612	Unknown
AT1G45063	"copper ion binding;electron carriers; FUNCTIONS IN: electron carrier activity, copper ion binding; LOCATED IN: endomembrane system; CONTAINS InterPro DOMAIN/s: Plastocyanin-like (InterPro:IPR003245), Cupredoxin (InterPro:IPR008972); BEST Arabidopsis thaliana protein match is: plastocyanin-like domain-containing protein (TAIR:AT3G53330.1); Has 2601 Blast hits to 1373 proteins in 66 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 2600; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink)."
AT5G63530	ATFP3 (Arabidopsis thaliana farnesylated protein 3); metal ion bindingATFP3 (Arabidopsis thaliana farnesylated protein 3)
AT4G38580	ATFP6 (FARNESYLATED PROTEIN 6); metal ion binding
AT4G37100	catalytic/ pyridoxal phosphate binding
AT1G56210	copper chaperone (CCH)-related
AT1G69750	cox19 family protein
AT1G66590	cox19 family proteincox19 family protein
AT4G36700	cupin family protein
AT2G37920	Old AGI code; EMB1513 (EMBRYO DEFECTIVE 1513); copper ion transmembrane transporter
AT3G28850	glutaredoxin family protein
AT5G28510	glycosyl hydrolase family 1 protein
AT1G23000	heavy-metal-associated domain-containing protein
AT1G29000	heavy-metal-associated domain-containing protein
AT1G55780	heavy-metal-associated domain-containing protein
AT1G63950	heavy-metal-associated domain-containing protein
AT2G28090	heavy-metal-associated domain-containing protein
AT3G05920	heavy-metal-associated domain-containing protein
AT3G06130	heavy-metal-associated domain-containing protein
AT4G23882	heavy-metal-associated domain-containing protein
AT5G26690	heavy-metal-associated domain-containing protein
AT5G27690	heavy-metal-associated domain-containing protein
AT5G60800	heavy-metal-associated domain-containing protein
AT1G22990	heavy-metal-associated domain-containing protein / copper chaperone (CCH)-related
AT1G71050	heavy-metal-associated domain-containing protein / copper chaperone (CCH)-related
AT4G08570	heavy-metal-associated domain-containing protein / copper chaperone (CCH)-related
AT4G35060	heavy-metal-associated domain-containing protein / copper chaperone (CCH)-related
AT4G39700	heavy-metal-associated domain-containing protein / copper chaperone (CCH)-related
AT5G17450	heavy-metal-associated domain-containing protein / copper chaperone (CCH)-relatedheavy-metal-associated domain-containing protein / copper chaperone (CCH)-related
AT1G01490	heavy-metal-associated domain-containing proteinheavy-metal-associated domain-containing protein
AT3G05220	heavy-metal-associated domain-containing proteinheavy-metal-associated domain-containing protein
AT5G03380	heavy-metal-associated domain-containing proteinheavy-metal-associated domain-containing protein
AT5G19090	heavy-metal-associated domain-containing proteinheavy-metal-associated domain-containing protein
AT1G63440	"HMA5 (HEAVY METAL ATPASE 5); ATPase, coupled to transmembrane movement of ions, phosphorylative mechanism"
AT1G65930	"isocitrate dehydrogenase, putative / NADP+ isocitrate dehydrogenase, putative"
AT5G01050	LAC 9; laccase family protein / diphenol oxidase family protein
AT1G18140	LAC1 (Laccase 1); copper ion binding / oxidoreductase
AT5G01190	LAC10 (laccase 10); copper ion binding / oxidoreductase
AT5G03260	LAC11 (laccase 11); copper ion binding / oxidoreductase
AT5G05390	LAC12 (laccase 12); copper ion binding / oxidoreductase
AT5G07130	LAC13 (laccase 13); copper ion binding / oxidoreductase
AT5G09360	LAC14 (laccase 14); copper ion binding / oxidoreductase
AT5G58910	LAC16 (laccase 16); copper ion binding / oxidoreductase
AT5G60020	LAC17 (laccase 17); copper ion binding / oxidoreductase
AT2G29130	LAC2 (laccase 2); copper ion binding / oxidoreductase
AT2G30210	LAC3 (laccase 3); copper ion binding / oxidoreductase
AT2G40370	LAC5 (laccase 5); copper ion binding / oxidoreductase
AT2G46570	LAC6 (laccase 6); copper ion binding / oxidoreductase
AT3G09220	LAC7 (laccase 7); copper ion binding / oxidoreductase
AT5G01040	LAC8 (laccase 8); copper ion binding / oxidoreductase
AT2G12280	"ligase, putative"
AT1G71040	LPR2 (LOW PHOSPHATE ROOT2); copper ion binding
AT4G14060	major latex protein-related / MLP-related
AT1G30473	metal ion binding
AT2G18196	metal ion binding
AT5G50740	metal ion binding
AT5G66110	metal ion binding
AT1G07610	MT1C (metallothionein 1C)
AT3G06310	NADH-ubiquinone oxidoreductase 19 kDa subunit (NDUFA8) family proteinNADH-ubiquinone oxidoreductase 19 kDa subunit (NDUFA8) family protein
AT5G18800	NADH-ubiquinone oxidoreductase 19 kDa subunit (NDUFA8) family proteinNADH-ubiquinone oxidoreductase 19 kDa subunit (NDUFA8) family protein
AT2G01670	NUDT17 (Arabidopsis thaliana Nudix hydrolase homolog 17); hydrolase
AT2G27035	plastocyanin-like domain-containing protein
AT3G23810	SAHH2 (S-ADENOSYL-L-HOMOCYSTEINE (SAH) HYDROLASE 2); adenosylhomocysteinase
AT4G25240	SKS1 (SKU5 SIMILAR 1); copper ion binding
AT5G48450	SKS3 (SKU5 Similar 3); copper ion binding
AT1G02160	Unknown
AT5G64400	Unknown
AT3G12915	Unknown
AT5G09570	Unknown
AT5G18920	Unknown
AT5G23395	Unknown
ATMG01360	COX 1 ; Cytochrome c oxidase subunit 1
ATMG00160	COX2 ; Cytochrome c oxidase subunit 2
AT1G66340	"ETR1, ethylene receptor"
AT1G04310	"ERS2, ethylene receptor"
AT2G40940	"ERS1, ethylene receptor"
AT5G03730	"CTR1, ethylene receptor"
AT3G04580	"EIN4, ethylene receptor"
AT2G26230	"uricase / urate oxidase / nodulin 35, putative"
