AGI code	Annotation
AT2G38390	"peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to salt stress; LOCATED IN: endomembrane system; EXPRESSED IN: root; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase 22 (PER22) (P22) (PRXEA) / basic peroxidase E (TAIR:AT2G38380.1); Has 2823 Blast hits to 2809 proteins in 200 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 47; Plants - 2744; Viruses - 0; Other Eukaryotes - 32 (source: NCBI BLink)."
AT2G39040	"peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: endomembrane system; EXPRESSED IN: root; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: RCI3 (RARE COLD INDUCIBLE GENE 3); peroxidase (TAIR:AT1G05260.1); Has 2573 Blast hits to 2558 proteins in 145 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 25; Plants - 2537; Viruses - 0; Other Eukaryotes - 11 (source: NCBI BLink)."
AT2G40490	"HEME2; FUNCTIONS IN: uroporphyrinogen decarboxylase activity; INVOLVED IN: porphyrin biosynthetic process; LOCATED IN: chloroplast, chloroplast stroma, chloroplast envelope; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Uroporphyrinogen decarboxylase HemE (InterPro:IPR006361), Uroporphyrinogen decarboxylase (URO-D) (InterPro:IPR000257); BEST Arabidopsis thaliana protein match is: HEME1; uroporphyrinogen decarboxylase (TAIR:AT3G14930.2); Has 5539 Blast hits to 5539 proteins in 1187 species: Archae - 101; Bacteria - 2315; Metazoa - 206; Fungi - 87; Plants - 67; Viruses - 0; Other Eukaryotes - 2763 (source: NCBI BLink)."
AT2G41480	"electron carrier/ heme binding / peroxidase; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; EXPRESSED IN: root, leaf; EXPRESSED DURING: LP.04 four leaves visible; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT5G64120.1); Has 2602 Blast hits to 2587 proteins in 148 species: Archae - 0; Bacteria - 4; Metazoa - 2; Fungi - 18; Plants - 2558; Viruses - 0; Other Eukaryotes - 20 (source: NCBI BLink)."
AT2G43480	"peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: endomembrane system; EXPRESSED IN: flower, root; EXPRESSED DURING: petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase family protein (TAIR:AT5G24070.1); Has 2737 Blast hits to 2724 proteins in 167 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 171; Plants - 2545; Viruses - 0; Other Eukaryotes - 19 (source: NCBI BLink)."
AT2G44520	"cytochrome c oxidase 10 (COX10); FUNCTIONS IN: protoheme IX farnesyltransferase activity, prenyltransferase activity; INVOLVED IN: heme biosynthetic process; LOCATED IN: integral to membrane, mitochondrial membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protohaem IX farnesyltransferase, mitochondria (InterPro:IPR016315), Protohaem IX farnesyltransferase (InterPro:IPR006369), UbiA prenyltransferase (InterPro:IPR000537); Has 6172 Blast hits to 6172 proteins in 1140 species: Archae - 109; Bacteria - 2789; Metazoa - 160; Fungi - 121; Plants - 40; Viruses - 0; Other Eukaryotes - 2953 (source: NCBI BLink)."
AT2G45560	cytochrome P450 monooxygenase
AT2G45970	"Encodes a member of the CYP86A subfamily of cytochrome p450 genes. Expressed at moderate levels in flowers, leaves, roots and stems."
AT2G46210	"delta-8 sphingolipid desaturase, putative; FUNCTIONS IN: oxidoreductase activity, oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water, iron ion binding, heme binding; INVOLVED IN: fatty acid biosynthetic process, lipid metabolic process; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Fatty acid desaturase, type 1 (InterPro:IPR005804), Cytochrome b5 (InterPro:IPR001199), Fatty acid/sphingolipid desaturase (InterPro:IPR012171); BEST Arabidopsis thaliana protein match is: delta-8 sphingolipid desaturase (SLD1) (TAIR:AT3G61580.1); Has 4212 Blast hits to 4149 proteins in 626 species: Archae - 1; Bacteria - 637; Metazoa - 966; Fungi - 1090; Plants - 641; Viruses - 2; Other Eukaryotes - 875 (source: NCBI BLink)."
AT2G46650	member of Cytochromes b5
AT2G47380	"cytochrome c oxidase subunit Vc family protein / COX5C family protein; FUNCTIONS IN: cytochrome-c oxidase activity; LOCATED IN: mitochondrion; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Cytochrome c oxidase subunit Vc (InterPro:IPR008432); BEST Arabidopsis thaliana protein match is: cytochrome c oxidase subunit Vc, putative / COX5C, putative (TAIR:AT5G61310.4); Has 60 Blast hits to 60 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 60; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
AT3G01190	"peroxidase 27 (PER27) (P27) (PRXR7); FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: endomembrane system; EXPRESSED IN: hypocotyl, root; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT5G15180.1); Has 2705 Blast hits to 2689 proteins in 165 species: Archae - 0; Bacteria - 4; Metazoa - 2; Fungi - 24; Plants - 2661; Viruses - 0; Other Eukaryotes - 14 (source: NCBI BLink)."
AT3G01910	Encodes a homodimeric Mo-enzyme with molybdopterin as organic component of the molybdenum cofactor.  It lacks the heme domain that other eukaryotic Mo-enzymes possess and has no redox-active centers other than the molybdenum.  SO protein has been found in all parts of the plant. The plant SO combines its enzymatic  sulfite oxidation with a subsequent nonenzymatic step using its reaction product H2O2 as intermediate for oxidizing another molecule of sulfite.
AT3G02280	"flavodoxin family protein; FUNCTIONS IN: electron carrier activity, oxidoreductase activity, FMN binding, iron ion binding; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 18 plant structures; EXPRESSED DURING: 7 growth stages; CONTAINS InterPro DOMAIN/s: Ferredoxin reductase-type FAD-binding domain (InterPro:IPR017927), Flavodoxin-like (InterPro:IPR001094), Flavodoxin/nitric oxide synthase (InterPro:IPR008254), Oxidoreductase FAD/NAD(P)-binding (InterPro:IPR001433), Riboflavin synthase-like beta-barrel (InterPro:IPR017938), FAD-binding, type 1 (InterPro:IPR003097), Flavoprotein pyridine nucleotide cytochrome reductase (InterPro:IPR001709); BEST Arabidopsis thaliana protein match is: ATR1 (ARABIDOPSIS P450 REDUCTASE 1); NADPH-hemoprotein reductase (TAIR:AT4G24520.1); Has 4772 Blast hits to 4456 proteins in 984 species: Archae - 7; Bacteria - 2251; Metazoa - 898; Fungi - 571; Plants - 341; Viruses - 0; Other Eukaryotes - 704 (source: NCBI BLink)."
AT3G03670	"peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: plant-type cell wall; EXPRESSED IN: 9 plant structures; EXPRESSED DURING: 4 anthesis, C globular stage, petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase 57 (PER57) (P57) (PRXR10) (TAIR:AT5G17820.1); Has 2744 Blast hits to 2726 proteins in 166 species: Archae - 0; Bacteria - 4; Metazoa - 0; Fungi - 40; Plants - 2683; Viruses - 0; Other Eukaryotes - 17 (source: NCBI BLink)."
AT3G07570	"membrane protein, putative; FUNCTIONS IN: dopamine beta-monooxygenase activity; INVOLVED IN: histidine catabolic process; LOCATED IN: membrane; CONTAINS InterPro DOMAIN/s: DOMON related (InterPro:IPR005018), Cytochrome b561/ferric reductase transmembrane (InterPro:IPR006593), DOMON (InterPro:IPR013050); BEST Arabidopsis thaliana protein match is: auxin-responsive protein -related (TAIR:AT3G61750.1); Has 348 Blast hits to 348 proteins in 72 species: Archae - 0; Bacteria - 2; Metazoa - 104; Fungi - 22; Plants - 211; Viruses - 0; Other Eukaryotes - 9 (source: NCBI BLink)."
AT3G08950	"electron transport SCO1/SenC family protein; FUNCTIONS IN: copper ion binding; INVOLVED IN: copper ion transport, respiratory chain complex IV assembly, cellular copper ion homeostasis, cell redox homeostasis; LOCATED IN: mitochondrion, plastid; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Synthesis of cytochrome c oxidase, Sco1/Sco2 (InterPro:IPR017276), Copper chaperone SCO1/SenC (InterPro:IPR003782), Thioredoxin fold (InterPro:IPR012335), Thioredoxin-like (InterPro:IPR017936), Thioredoxin-like fold (InterPro:IPR012336); BEST Arabidopsis thaliana protein match is: electron transport SCO1/SenC family protein (TAIR:AT4G39740.1); Has 3037 Blast hits to 3037 proteins in 688 species: Archae - 11; Bacteria - 1550; Metazoa - 132; Fungi - 105; Plants - 35; Viruses - 0; Other Eukaryotes - 1204 (source: NCBI BLink)."
AT3G10130	"SOUL heme-binding family protein; FUNCTIONS IN: binding; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane, chloroplast, plastoglobule; CONTAINS InterPro DOMAIN/s: SOUL haem-binding protein (InterPro:IPR006917); BEST Arabidopsis thaliana protein match is: SOUL heme-binding family protein (TAIR:AT5G20140.1); Has 1323 Blast hits to 1319 proteins in 120 species: Archae - 10; Bacteria - 141; Metazoa - 158; Fungi - 0; Plants - 108; Viruses - 0; Other Eukaryotes - 906 (source: NCBI BLink)."
AT3G10860	"ubiquinol-cytochrome C reductase complex ubiquinone-binding protein, putative / ubiquinol-cytochrome C reductase complex 8.2 kDa protein, putative; FUNCTIONS IN: ubiquinol-cytochrome-c reductase activity; LOCATED IN: mitochondrion, mitochondrial respiratory chain complex III, membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: ubiquinol-cytochrome C reductase complex ubiquinone-binding protein, putative / ubiquinol-cytochrome C reductase complex 8.2 kDa protein, putative (TAIR:AT5G05370.1); Has 46 Blast hits to 46 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 46; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
AT3G12120	"Major enzyme responsible for the synthesis of 18:2 fatty acids in the endoplasmic reticulum. Contains His-rich motifs, which contribute to the interaction with the electron donor cytochrome b5."
AT3G13730	"Encodes a cytochrome P-450 gene that is involved in brassinosteroid biosynthesis, most likely in the conversion step of teasterone (TE) to 3-dehydroteasterone (3DT), and/or 6-deoxoteasterone (6-deoxoTE) to 6-deoxo-3-dehydroteasterone (6-deoxo3DT); or the conversion of cathasterone (CT) to TE, and/or 6-deoxocathasterone (6-deoxoCT) to 6-deoxoTE. Recently, CYP90D1 was shown to catalyse the C-23 hydroxylation of several brassinosteroids (the enzyme has a broad specificity for 22-hydroxylated substrates). Member of the CYP90C CYP450 family. Similar to Cytochrome P450 90C1 (ROT3)."
AT3G14610	putative cytochrome P450
AT3G14620	putative cytochrome P450
AT3G14630	putative cytochrome P450
AT3G14640	putative cytochrome P450
AT3G14650	putative cytochrome P450
AT3G14660	putative cytochrome P450
AT3G14680	putative cytochrome P450
AT3G14690	putative cytochrome P450
AT3G14930	"HEME1; FUNCTIONS IN: uroporphyrinogen decarboxylase activity; INVOLVED IN: porphyrin biosynthetic process; LOCATED IN: chloroplast stroma, chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Uroporphyrinogen decarboxylase HemE (InterPro:IPR006361), Uroporphyrinogen decarboxylase (URO-D) (InterPro:IPR000257); BEST Arabidopsis thaliana protein match is: HEME2; uroporphyrinogen decarboxylase (TAIR:AT2G40490.1); Has 5476 Blast hits to 5476 proteins in 1181 species: Archae - 81; Bacteria - 2274; Metazoa - 206; Fungi - 87; Plants - 67; Viruses - 0; Other Eukaryotes - 2761 (source: NCBI BLink)."
AT3G15352	"Encodes protein similar to yeast COX17, a copper-binding protein that mediates the delivery of Cu to the mitochondria for the assembly of a functional cytochrome oxidase complex."
AT3G15640	"cytochrome c oxidase family protein; FUNCTIONS IN: cytochrome-c oxidase activity, metal ion binding; LOCATED IN: mitochondrial envelope, mitochondrion, chloroplast thylakoid membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Cytochrome c oxidase, subunit Vb (InterPro:IPR002124); BEST Arabidopsis thaliana protein match is: cytochrome c oxidase family protein (TAIR:AT1G80230.1); Has 343 Blast hits to 343 proteins in 122 species: Archae - 0; Bacteria - 0; Metazoa - 191; Fungi - 63; Plants - 56; Viruses - 0; Other Eukaryotes - 33 (source: NCBI BLink)."
AT3G16890	"Encodes a mitochondrial pentatricopeptide repeat (PPR) domain protein, PPR40, which provides a signalling link between mitochondrial electron transport and regulation of stress and hormonal responses.  Mutations in PPR40 result in enhanced sensitivity to salt, ABA and oxidative stress, as well as reduced electron transport through Complex III (cytochrome c reductase)."
AT3G17040	It is a RNA tetratricopeptide repeat-containing protein required for normal processing of transcripts from the polycistronic chloroplast psbB-psbT-psbH-petB-petD operon coding for proteins of the photosystem II and cytochrome b6/f complexes. Localizes to the chloroplast membrane. Involved in regulating plastidial gene expression and biogenesis.
AT3G17070	"peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: endomembrane system; EXPRESSED IN: guard cell; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT5G40150.1); Has 3116 Blast hits to 3101 proteins in 241 species: Archae - 0; Bacteria - 4; Metazoa - 2; Fungi - 305; Plants - 2754; Viruses - 0; Other Eukaryotes - 51 (source: NCBI BLink)."
AT3G17910	Surfeit 1 (SURF1) mRNA. Similar to human SURF1 which is known to be involved in cytochrome c oxidase assembly.
AT3G18270	a cytochrome P450 pseudogene. the second half of the gene overlaps perfectly with the other gene model.
AT3G20075	a pseudogene with cytochrome P450 domain
AT3G20083	a member of A-type cytochrome P450
AT3G20087	a cytochrome P450 pseudogene
AT3G20935	"CYP705A28; FUNCTIONS IN: electron carrier activity, monooxygenase activity, iron ion binding, heme binding; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: Cytochrome P450 (InterPro:IPR001128), Cytochrome P450, E-class, group I (InterPro:IPR002401), Cytochrome P450, C-terminal region (InterPro:IPR017973), Cytochrome P450, conserved site (InterPro:IPR017972); BEST Arabidopsis thaliana protein match is: CYP705A30; electron carrier/ heme binding / iron ion binding / monooxygenase/ oxygen binding (TAIR:AT3G20940.1)."
AT3G20940	a member of A-type cytochrome P450
AT3G22370	"Encodes an isoform of alternative oxidase that is expressed in rosettes, flowers, and root. The alternative oxidase of plant mitochondria transfers electrons from the ubiquinone pool to oxygen without energy conservations.  It is regulated through transcriptional control and by pyruvate.  Plays a role in shoot acclimation to low temperature.  Also is capable of ameliorating reactive oxygen species production when the cytochrome pathway is inhibited."
AT3G23800	"selenium-binding protein 3 (SBP3); FUNCTIONS IN: selenium binding; LOCATED IN: cellular_component unknown; EXPRESSED IN: root; CONTAINS InterPro DOMAIN/s: Cytochrome cd1-nitrite reductase-like, C-terminal haem d1 (InterPro:IPR011048), Selenium-binding protein (InterPro:IPR008826); BEST Arabidopsis thaliana protein match is: SBP1 (selenium-binding protein 1); selenium binding (TAIR:AT4G14030.1); Has 765 Blast hits to 758 proteins in 153 species: Archae - 15; Bacteria - 126; Metazoa - 187; Fungi - 0; Plants - 55; Viruses - 0; Other Eukaryotes - 382 (source: NCBI BLink)."
AT3G25290	"auxin-responsive family protein; INVOLVED IN: multicellular organismal development; LOCATED IN: plasma membrane, membrane; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: Uncharacterised conserved protein UCP037471 (InterPro:IPR017214), Protein of unknown function DUF568, DOMON-like (InterPro:IPR007613), DOMON related (InterPro:IPR005018), Cytochrome b561/ferric reductase transmembrane (InterPro:IPR006593); BEST Arabidopsis thaliana protein match is: auxin-responsive protein, putative (TAIR:AT4G12980.1); Has 386 Blast hits to 386 proteins in 66 species: Archae - 0; Bacteria - 4; Metazoa - 51; Fungi - 67; Plants - 253; Viruses - 0; Other Eukaryotes - 11 (source: NCBI BLink)."
AT3G26125	encodes a protein with cytochrome P450 domain
AT3G26150	putative cytochrome P450
AT3G26160	putative cytochrome P450
AT3G26165	putative cytochrome P450.
AT3G26170	putative cytochrome P450
AT3G26180	putative cytochrome P450
AT3G26190	putative cytochrome P450
AT3G26200	putative cytochrome P450
AT3G26210	putative cytochrome P450
AT3G26220	cytochrome P450 monooxygenase
AT3G26230	putative cytochrome P450
AT3G26270	putative cytochrome P450
AT3G26280	cytochrome P450 monooxygenase
AT3G26290	putative cytochrome P450
AT3G26295	putative cytochrome P450.
AT3G26300	putative cytochrome P450
AT3G26310	putative cytochrome P450
AT3G26320	putative cytochrome P450
AT3G26330	putative cytochrome P450
AT3G26710	COFACTOR ASSEMBLY OF COMPLEX C (CCB1); FUNCTIONS IN: molecular_function unknown; INVOLVED IN: cytochrome b6f complex assembly; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 168 Blast hits to 168 proteins in 43 species: Archae - 0; Bacteria - 60; Metazoa - 0; Fungi - 0; Plants - 23; Viruses - 0; Other Eukaryotes - 85 (source: NCBI BLink).
AT3G26830	Mutations in pad3 are defective in biosynthesis of the indole derived phytoalexin camalexin. Encodes a cytochrome P450 enzyme that catalyzes the conversion of dihydrocamalexic acid to camalexin.
AT3G27240	"cytochrome c1, putative; FUNCTIONS IN: electron carrier activity, iron ion binding, heme binding, electron transporter, transferring electrons within CoQH2-cytochrome c reductase complex activity; LOCATED IN: in 6 components; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Cytochrome c1 (InterPro:IPR002326), Cytochrome c, monohaem (InterPro:IPR009056); BEST Arabidopsis thaliana protein match is: cytochrome c1, putative (TAIR:AT5G40810.1); Has 2901 Blast hits to 2901 proteins in 507 species: Archae - 0; Bacteria - 704; Metazoa - 170; Fungi - 165; Plants - 63; Viruses - 0; Other Eukaryotes - 1799 (source: NCBI BLink)."
AT3G28200	"peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: plant-type cell wall; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT5G40150.1); Has 3211 Blast hits to 3198 proteins in 254 species: Archae - 0; Bacteria - 4; Metazoa - 0; Fungi - 357; Plants - 2802; Viruses - 0; Other Eukaryotes - 48 (source: NCBI BLink)."
AT3G28740	Encodes a member of the cytochrome p450 family. Expression is upregulated in response to cis-jasmonate treatment. Overexpression induces synthesis of volatile compounds that affect chemical ecology and insect interactions.
AT3G30180	"Encodes a cytochrome p450 enzyme that catalyzes the last reaction in the production of brassinolide.  It is capable of converting 6-deoxocastasterone into castasterone, a C-6 oxidation, as well as the further conversion of castasterone into brassinolide by a Baeyer-Villinger oxidation reaction at C-6, resulting in the formation of an unusual seven-membered lactone ring.  The enzyme possesses high affinity for both C28- and C27-Brassinosteroids. The expression of the gene using a CYP85A2 promoter:LUC fusion construct was shown to be under circadian and light control."
AT3G30290	a member of cytochrome P450 gene family
AT3G32047	"electron carrier/ heme binding / iron ion binding / monooxygenase; FUNCTIONS IN: electron carrier activity, monooxygenase activity, iron ion binding, heme binding; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; CONTAINS InterPro DOMAIN/s: Cytochrome P450 (InterPro:IPR001128), Cytochrome P450, E-class, group I (InterPro:IPR002401), Cytochrome P450, C-terminal region (InterPro:IPR017973), Cytochrome P450, conserved site (InterPro:IPR017972); BEST Arabidopsis thaliana protein match is: CYP705A13; electron carrier/ heme binding / iron ion binding / monooxygenase/ oxygen binding (TAIR:AT2G14100.1); Has 23935 Blast hits to 23769 proteins in 1271 species: Archae - 25; Bacteria - 2173; Metazoa - 10414; Fungi - 4650; Plants - 5683; Viruses - 6; Other Eukaryotes - 984 (source: NCBI BLink)."
AT3G32980	"peroxidase 32 (PER32) (P32) (PRXR3); FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: cell wall, vacuole, membrane; EXPRESSED IN: leaf; EXPRESSED DURING: seedling growth; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: PRXCB (PEROXIDASE CB); peroxidase (TAIR:AT3G49120.1); Has 2796 Blast hits to 2782 proteins in 182 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 42; Plants - 2725; Viruses - 0; Other Eukaryotes - 29 (source: NCBI BLink)."
AT3G33103	"pseudogene, cytochrome oxidase assembly protein cox-11-related, blastp match of 82% identity and 9.7e-30 P-value to GP|28301938|gb|AAO38831.1||AC091532 putative cytochrome c oxidase assembly protein {Oryza sativa (japonica cultivar-group)}"
AT3G42570	"peroxidase-related; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase, putative (TAIR:AT3G17070.1); Has 2246 Blast hits to 2245 proteins in 111 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 2245; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink)."
AT3G44250	putative cytochrome P450
AT3G44970	"cytochrome P450 family protein; FUNCTIONS IN: electron carrier activity, monooxygenase activity, iron ion binding, oxygen binding, heme binding; LOCATED IN: endomembrane system; EXPRESSED IN: shoot, shoot apex, cotyledon, hypocotyl, leaf; CONTAINS InterPro DOMAIN/s: Cytochrome P450 (InterPro:IPR001128), Cytochrome P450, E-class, group IV (InterPro:IPR002403), Cytochrome P450, C-terminal region (InterPro:IPR017973), Cytochrome P450, conserved site (InterPro:IPR017972); BEST Arabidopsis thaliana protein match is: CYP708A2; oxygen binding / thalianol hydroxylase (TAIR:AT5G48000.6); Has 22437 Blast hits to 22383 proteins in 1247 species: Archae - 23; Bacteria - 3579; Metazoa - 9571; Fungi - 3470; Plants - 4633; Viruses - 6; Other Eukaryotes - 1155 (source: NCBI BLink)."
AT3G45810	"ferric reductase-like transmembrane component family protein; FUNCTIONS IN: in 8 functions; INVOLVED IN: oxidation reduction; LOCATED IN: membrane; EXPRESSED IN: male gametophyte, flower, pollen tube, leaf; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage, 4 anthesis; CONTAINS InterPro DOMAIN/s: Ferredoxin reductase-type FAD-binding domain (InterPro:IPR017927), Cytochrome b245, heavy chain (InterPro:IPR000778), EF-HAND 1 (InterPro:IPR018247), EF-Hand type (InterPro:IPR011992), EF hand (InterPro:IPR018248), Ferric reductase-like transmembrane component, N-terminal (InterPro:IPR013130), NADPH oxidase Respiratory burst (InterPro:IPR013623), Ferric reductase, NAD binding (InterPro:IPR013121), EF-HAND 2 (InterPro:IPR018249), FAD-binding 8 (InterPro:IPR013112), Riboflavin synthase-like beta-barrel (InterPro:IPR017938); BEST Arabidopsis thaliana protein match is: FAD binding / calcium ion binding / electron carrier/ iron ion binding / oxidoreductase/ oxidoreductase, acting on NADH or NADPH, with oxygen as acceptor / peroxidase/ superoxide-generating NADPH oxidase (TAIR:AT5G60010.1); Has 1283 Blast hits to 1181 proteins in 204 species: Archae - 2; Bacteria - 109; Metazoa - 597; Fungi - 177; Plants - 272; Viruses - 0; Other Eukaryotes - 126 (source: NCBI BLink)."
AT3G48270	putative cytochrome P450
AT3G48280	putative cytochrome P450
AT3G48290	putative cytochrome P450
AT3G48300	putative cytochrome P450
AT3G48310	putative cytochrome P450
AT3G48320	putative cytochrome P450
AT3G49960	"peroxidase, putative; FUNCTIONS IN: electron carrier activity, peroxidase activity, heme binding; INVOLVED IN: response to oxidative stress; LOCATED IN: endomembrane system; CONTAINS InterPro DOMAIN/s: Haem peroxidase (InterPro:IPR010255), Plant peroxidase (InterPro:IPR000823), Haem peroxidase, plant/fungal/bacterial (InterPro:IPR002016); BEST Arabidopsis thaliana protein match is: peroxidase 73 (PER73) (P73) (PRXR11) (TAIR:AT5G67400.1); Has 2922 Blast hits to 2910 proteins in 227 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 105; Plants - 2773; Viruses - 0; Other Eukaryotes - 44 (source: NCBI BLink)."
AT3G50930	"CYTOCHROME BC1 SYNTHESIS (BCS1); FUNCTIONS IN: nucleoside-triphosphatase activity, ATPase activity, nucleotide binding, ATP binding; LOCATED IN: mitochondrion, plastid; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: ATPase, AAA-type, core (InterPro:IPR003959), ATPase, AAA+ type, core (InterPro:IPR003593), ATPase, AAA-type, conserved site (InterPro:IPR003960); BEST Arabidopsis thaliana protein match is: AAA-type ATPase family protein (TAIR:AT3G50940.1); Has 14639 Blast hits to 13488 proteins in 1548 species: Archae - 792; Bacteria - 3998; Metazoa - 3028; Fungi - 1834; Plants - 1282; Viruses - 24; Other Eukaryotes - 3681 (source: NCBI BLink)."
