AGI code	Annotation
AT2G29380	"protein phosphatase 2C, putative / PP2C, putative; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: protein serine/threonine phosphatase complex; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: protein phosphatase 2C, putative / PP2C, putative (TAIR:AT1G07430.1); Has 4463 Blast hits to 4442 proteins in 358 species: Archae - 0; Bacteria - 258; Metazoa - 1341; Fungi - 537; Plants - 1336; Viruses - 7; Other Eukaryotes - 984 (source: NCBI BLink).      F16P2.24; F16P2_24; HAI3; HIGHLY ABA-INDUCED PP2C GENE 3         protein serine/threonine phosphatase complex, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, protein serine/threonine phosphatase activity   true"
AT2G33700	"protein phosphatase 2C, putative / PP2C, putative; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: protein serine/threonine phosphatase complex; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 12 growth stages; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: protein phosphatase 2C, putative / PP2C, putative (TAIR:AT3G51470.1); Has 4375 Blast hits to 4330 proteins in 315 species: Archae - 3; Bacteria - 175; Metazoa - 1377; Fungi - 480; Plants - 1317; Viruses - 7; Other Eukaryotes - 1016 (source: NCBI BLink).      T1B8.2; T1B8_2   protein serine/threonine phosphatase complex, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, L mature pollen stage, LP.04 four leaves visible, LP.06 six leaves visible, LP.12 twelve leaves visible, M germinated pollen stage, carpel, cauline leaf, cotyledon, embryo, flower, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, pedicel, petal, petal differentiation and expansion stage, petiole, pollen tube, protein serine/threonine phosphatase activity, root, seed, sepal, shoot apex, s"
AT2G38170	"CAX1; Encodes a high affinity vacuolar calcium antiporter.  The residue His 338 is critical to Ca2+ transport activity. Disruption of CAX1 reduces manganese and zinc of shoot tissue and results in a decrease in the activity of vacuolar V-type proton ATPase.     ATCAX1; CATION EXCHANGER 1; CAX1; F16M14.10; F16M14_10; RARE COLD INDUCIBLE 4; RCI4      membrane, vacuole, leaf, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, calcium ion transmembrane transporter activity, calcium ion transport, calcium:cation antiporter activity, calcium:hydrogen antiporter activity, carpel, cauline leaf, cellular manganese ion homeostasis, cellular zinc ion homeostasis, cold acclimation, cotyledon, embryo, flower, fruit, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, pedicel, petal, petal differentiation and expansion stage, petiole, plant-type vacuole membrane, response to salt stress, root, seed, sepal, shoot, shoot apex, sperm cell, stamen, stem, vacuolar membrane, vacuole, vascular tissue        true"
AT2G39450	"AtMTP11; Encodes a Golgi-localized manganese transporter that is involved in Mn tolerance. When expressed into yeast cells, this gene confer Mn<sup>2+</sup> and Cu<sup>2+</sup> tolerance.      ATMTP11; F12L6.11; F12L6_11; MTP11       4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, Golgi apparatus, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, NOT pavement cell, NOT trichome, carpel, cation transmembrane transporter activity, cation transport, cauline leaf, cellular manganese ion homeostasis, cotyledon, embryo, flower, hydathode, hypocotyl, inflorescence meristem, late endosome, leaf, leaf apex, leaf lamina base, leaf margin, leaf whorl, male gametophyte, manganese ion transmembrane transporter activity, manganese:hydrogen antiporter activity, membrane, pedicel, petal, petal differentiation and expansion stage, petiole, response to copper ion, response to manganese ion, root, seed, sepal, shoot, shoot apex, stamen, stem, stomatal complex  true"
AT3G04150	"germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; EXPRESSED IN: 10 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: germin-like protein, putative (TAIR:AT3G04190.1); Has 832 Blast hits to 831 proteins in 68 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 12; Plants - 813; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).       T6K12.23; T6K12_23       manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, 4 anthesis, 4 leaf senescence stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, biological process unknown, carpel, cauline leaf, cotyledon, hypocotyl, leaf, leaf whorl, petal, petal differentiation and expansion stage, petiole, sepal, shoot apex       true"
AT3G04170	"germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: germin-like protein, putative (TAIR:AT3G04150.1); Has 856 Blast hits to 854 proteins in 75 species: Archae - 0; Bacteria - 10; Metazoa - 0; Fungi - 14; Plants - 825; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).    T6K12.21; T6K12_21       manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, biological process unknown  true"
AT3G04180	"germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: germin-like protein, putative (TAIR:AT3G04190.1); Has 846 Blast hits to 845 proteins in 74 species: Archae - 2; Bacteria - 4; Metazoa - 0; Fungi - 18; Plants - 815; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).     T6K12.20; T6K12_20       manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, biological process unknown  true"
AT3G04190	"germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: germin-like protein, putative (TAIR:AT3G04180.1); Has 838 Blast hits to 837 proteins in 72 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 18; Plants - 811; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).     T6K12.19; T6K12_19       manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, biological process unknown  true"
AT3G04200	"germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; EXPRESSED IN: stem, male gametophyte, root, leaf; EXPRESSED DURING: L mature pollen stage, LP.06 six leaves visible, LP.04 four leaves visible; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: germin-like protein, putative (TAIR:AT3G05950.1); Has 863 Blast hits to 862 proteins in 78 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 30; Plants - 826; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).     T6K12.18; T6K12_18       manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, L mature pollen stage, LP.04 four leaves visible, LP.06 six leaves visible, biological process unknown, leaf, male gametophyte, root, stem  true"
AT3G05930	"germin-like protein (GLP8)      F2O10.11; F2O10_11; GERMIN-LIKE PROTEIN 8; GLP8  manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, male gametophyte, 4 anthesis, C globular stage, L mature pollen stage, M germinated pollen stage, biological process unknown, carpel, embryo, flower, leaf whorl, male gametophyte, petal, petal differentiation and expansion stage, pollen tube, sepal, stamen    true"
AT3G05950	"germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; EXPRESSED IN: sperm cell, male gametophyte, flower, root, pollen tube; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage, 4 anthesis; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), RmlC-like jelly roll fold (InterPro:IPR014710), Germin (InterPro:IPR001929); BEST Arabidopsis thaliana protein match is: GER2 (GERMIN-LIKE PROTEIN 2); oxalate oxidase (TAIR:AT5G39190.1); Has 869 Blast hits to 867 proteins in 84 species: Archae - 0; Bacteria - 18; Metazoa - 0; Fungi - 24; Plants - 819; Viruses - 0; Other Eukaryotes - 8 (source: NCBI BLink).     F2O10.9; F2O10_9         manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, 4 anthesis, L mature pollen stage, M germinated pollen stage, biological process unknown, flower, male gametophyte, pollen tube, root, sperm cell   true"
AT3G06270	"protein phosphatase 2C, putative / PP2C, putative; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation, N-terminal protein myristoylation; LOCATED IN: plasma membrane; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: ATP binding / cAMP-dependent protein kinase regulator/ catalytic/ protein kinase/ protein serine/threonine phosphatase (TAIR:AT2G20050.1); Has 3686 Blast hits to 3670 proteins in 257 species: Archae - 2; Bacteria - 83; Metazoa - 1132; Fungi - 383; Plants - 1219; Viruses - 4; Other Eukaryotes - 863 (source: NCBI BLink).    F28L1.21; F28L1_21       plasma membrane, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, N-terminal protein myristoylation, protein serine/threonine phosphatase activity     true"
AT3G08040	"FRD3; encodes a member of the MATE (multidrug and toxin efflux family), expressed in roots but not shoots. Mutants accumulate excess iron, manganese and zinc, and express root Fe(III) chelatase activity even under iron sufficiency conditions. FRD3 is likely to function in root xylem loading of an iron chelator or other factor necessary for efficient iron uptake out of the xylem or apoplastic space and into leaf cells. ATFRD3; FERRIC REDUCTASE DEFECTIVE 3; FRD3; MAN1; MANGANESE ACCUMULATOR 1; T8G24.8       plasma membrane, 4 anthesis, D bilateral stage, F mature embryo stage, NOT shoot, antiporter activity, carpel, cellular iron ion homeostasis, cotyledon, embryo, flower, hypocotyl, inflorescence meristem, leaf, leaf whorl, male gametophyte, membrane, pericycle, petal, petal differentiation and expansion stage, root, root stele, seed, sepal, shoot, shoot apex, sperm cell, stamen, stem, transporter activity        true"
AT3G08590	"2,3-biphosphoglycerate-independent phosphoglycerate mutase, putative / phosphoglyceromutase, putative; FUNCTIONS IN: manganese ion binding, phosphoglycerate mutase activity, 2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity, catalytic activity, metal ion binding; INVOLVED IN: response to cadmium ion; LOCATED IN: cytosol, apoplast; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Alkaline phosphatase-like, alpha/beta/alpha (InterPro:IPR017849), Metalloenzyme (InterPro:IPR006124), BPG-independent PGAM, N-terminal (InterPro:IPR011258), Alkaline-phosphatase-like, core domain (InterPro:IPR017850), Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent (InterPro:IPR005995); BEST Arabidopsis thaliana protein match is: 2,3-biphosphoglycerate-independent phosphoglycerate mutase, putative / phosphoglyceromutase, putative (TAIR:AT1G09780.1); Has 3366 Blast hits to 3363 proteins in 901 species: Archae - 36; Bacteria - 1673; Metazoa - 32; Fungi - 52; Plants - 344; Viruses - 0; Other Eukaryotes - 1229 (source: NCBI BLink).     F17O14.6         catalytic activity, phosphoglycerate mutase activity, manganese ion binding, response to cadmium ion, metal ion binding, apoplast, male gametophyte, fruit, leaf, cultured cell, seedling growth, 2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10"
AT3G10080	"germin-like protein, putative; FUNCTIONS IN: manganese ion binding, nutrient reservoir activity; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system, apoplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Cupin, RmlC-type (InterPro:IPR011051), Cupin 1 (InterPro:IPR006045), Germin (InterPro:IPR001929), RmlC-like jelly roll fold (InterPro:IPR014710); BEST Arabidopsis thaliana protein match is: germin-like protein, putative (TAIR:AT1G18980.1); Has 929 Blast hits to 928 proteins in 104 species: Archae - 0; Bacteria - 41; Metazoa - 1; Fungi - 41; Plants - 822; Viruses - 0; Other Eukaryotes - 24 (source: NCBI BLink).   T22K18.9         manganese ion binding, endomembrane system, nutrient reservoir activity, apoplast, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, biological process unknown, carpel, cauline leaf, cotyledon, embryo, flower, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, pedicel, petal, petal differentiation and expansion stage, petiole, root, seed, sepal, shoot, shoot apex, stamen, stem      true"
AT3G10920	"manganese superoxide dismutase (MSD1)   ARABIDOPSIS MANGANESE SUPEROXIDE DISMUTASE 1; ATMSD1; F9F8.26; MANGANESE SUPEROXIDE DISMUTASE 1; MATERNAL EFFECT EMBRYO ARREST 33; MEE33; MSD1   response to salt stress, metal ion binding, defense response to bacterium, fruit, root, leaf, seedling growth, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, carpel, cauline leaf, copper ion binding, cotyledon, embryo, embryo development ending in seed dormancy, flower, guard cell, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, mitochondrion, pedicel, petal, petal differentiation and expansion stage, petiole, removal of superoxide radicals, response to zinc ion, root, seed, sepal, shoot, shoot apex, sperm cell, stamen, stem, superoxide dismutase activity  true"
AT3G12620	"protein phosphatase 2C family protein / PP2C family protein; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: protein serine/threonine phosphatase complex; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: serine/threonine protein phosphatase 2C (PP2C6) (TAIR:AT3G55050.2); Has 3612 Blast hits to 3610 proteins in 218 species: Archae - 0; Bacteria - 8; Metazoa - 1241; Fungi - 382; Plants - 1246; Viruses - 2; Other Eukaryotes - 733 (source: NCBI BLink). T2E22.7  protein serine/threonine phosphatase complex, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, L mature pollen stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, M germinated pollen stage, carpel, cauline leaf, cotyledon, embryo, flower, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, pedicel, petal, petal differentiation and expansion stage, petiole, pollen tube, protein"
AT3G13320	"CAX2; low affinity calcium antiporter CAX2    ATCAX2; CATION EXCHANGER 2; CAX2; MDC11.19       4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, apical meristem, cadmium ion transport, calcium ion transport, calcium:cation antiporter activity, calcium:hydrogen antiporter activity, carpel, cauline leaf, cotyledon, embryo, endomembrane system, flower, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, manganese ion transport, metal ion transport, pedicel, petal, petal differentiation and expansion stage, petiole, plant-type vacuole membrane, root, seed, sepal, shoot, shoot apex, sperm cell, stamen, stem, vacuole, vascular system      true"
AT3G14070	"Involved in cation (K, Na and Mn) homeostasis and transport     ATCCX3; CATION CALCIUM EXCHANGER 3; CATION EXCHANGER 9; CAX9; CCX3; MAG2.9       L mature pollen stage, M germinated pollen stage, cation transmembrane transporter activity, cation transport, cation:cation antiporter activity, cellular cation homeostasis, cytoplasmic vesicle membrane, embryo, endomembrane system, flower, leaf, male gametophyte, manganese ion transmembrane transporter activity, pollen tube, potassium ion transmembrane transporter activity, response to cation stress, root, sodium ion transmembrane transporter activity, sperm cell, stem, vacuolar membrane, vacuole        false"
AT3G16560	"protein phosphatase 2C-related / PP2C-related; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: protein serine/threonine phosphatase complex; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: PLL5; catalytic/ protein serine/threonine phosphatase (TAIR:AT1G07630.1); Has 3513 Blast hits to 3492 proteins in 225 species: Archae - 0; Bacteria - 26; Metazoa - 1174; Fungi - 399; Plants - 1200; Viruses - 5; Other Eukaryotes - 709 (source: NCBI BLink).        MDC8.3   protein serine/threonine phosphatase complex, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, L mature pollen stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, M germinated pollen stage, carpel, cauline leaf, cotyledon, embryo, flower, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, pedicel, petal, petal differentiation and expansion stage, petiole, pollen tube, protein"
AT3G17090	"protein phosphatase 2C family protein / PP2C family protein; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: endomembrane system, protein serine/threonine phosphatase complex; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: protein phosphatase 2C family protein / PP2C family protein (TAIR:AT4G38520.2); Has 3505 Blast hits to 3503 proteins in 212 species: Archae - 0; Bacteria - 7; Metazoa - 1150; Fungi - 358; Plants - 1267; Viruses - 5; Other Eukaryotes - 718 (source: NCBI BLink).        K14A17.4         protein serine/threonine phosphatase complex, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, endomembrane system, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, L mature pollen stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, M germinated pollen stage, carpel, cauline leaf, cotyledon, embryo, flower, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, pedicel, petal, pet"
AT3G17250	"protein phosphatase 2C-related / PP2C-related; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: protein serine/threonine phosphatase complex; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 10 growth stages; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: catalytic/ protein serine/threonine phosphatase (TAIR:AT1G48040.1); Has 4330 Blast hits to 4314 proteins in 317 species: Archae - 3; Bacteria - 197; Metazoa - 1384; Fungi - 490; Plants - 1284; Viruses - 7; Other Eukaryotes - 965 (source: NCBI BLink).     MGD8.13  protein serine/threonine phosphatase complex, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, carpel, cauline leaf, embryo, flower, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, pedicel, petal, petal differentiation and expansion stage, protein serine/threonine phosphatase activity, root, seed, sepal, shoot, shoot apex, stamen, stem    true"
AT3G50820	"Encodes a protein which is an extrinsic subunit of photosystem II and which has been proposed to play a central role in stabilization of the catalytic manganese cluster. In <i>Arabidopsis thaliana</i> the PsbO proteins are encoded by two genes: <i>psbO1</i> and <i>psbO2</i>. PsbO2 is the minor isoform in the wild-type. Mutants defective in this gene have been shown to be affected in the dephosphorylation of the D1 protein of PSII.      F18B3.100; OEC33; OXYGEN EVOLVING COMPLEX SUBUNIT 33 KDA; PHOTOSYSTEM II SUBUNIT O-2; PSBO-2; PSBO2      chloroplast, chloroplast stroma, thylakoid, chloroplast thylakoid membrane, fruit, leaf, juvenile leaf, thylakoid lumen, seedling growth, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, carpel, cauline leaf, chloroplast photosystem II, chloroplast thylakoid lumen, chloroplast thylakoid membrane, cotyledon, embryo, flower, guard cell, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, oxygen evolving activity, oxygen evolving complex, pedicel, petal, petal differentiation and expansion stage, petiole, photoinhibition, photosynthesis, light reaction, photosystem II assembly, photosystem II stabilization, plastoglobule, poly(U) RNA binding, regulation of protein amino acid dephosphorylation, seed, sepal, shoot, shoot apex, stamen, stem, thylakoid      true"
AT3G51370	"protein phosphatase 2C, putative / PP2C, putative; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: protein amino acid dephosphorylation; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C,  manganese/magnesium aspartate binding site (InterPro:IPR000222), Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: protein phosphatase 2C family protein / PP2C family protein (TAIR:AT5G66080.1); Has 3627 Blast hits to 3625 proteins in 218 species: Archae - 0; Bacteria - 13; Metazoa - 1230; Fungi - 371; Plants - 1273; Viruses - 3; Other Eukaryotes - 737 (source: NCBI BLink).   F26O13.10        plasma membrane, catalytic activity, protein serine/threonine phosphatase activity, protein amino acid dephosphorylation, 4 anthesis, 4 leaf senescence stage, C globular stage, D bilateral stage, E expanded cotyledon stage, F mature embryo stage, LP.02 two leaves visible, LP.04 four leaves visible, LP.06 six leaves visible, LP.08 eight leaves visible, LP.10 ten leaves visible, LP.12 twelve leaves visible, carpel, cauline leaf, cotyledon, embryo, flower, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf whorl, male gametophyte, pedicel, petal, petal differentiation and expansion stage, petiole, protein serine/threonine phosphatase activity, root, seed, sepal, shoot, shoot apex, stamen, stem    true"
